Country,year,sex,age,suicides_no,population,suicides.100k.pop,country.year,HDI.for.year,gdp_for_year....,gdp_per_capita....,generation
Uzbekistan,1990,male,35-54 years,343,1491700,22.99,Uzbekistan1990,NA,"13,360,607,918",778,Silent
Uzbekistan,1990,male,55-74 years,129,660200,19.54,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,male,25-34 years,283,1638100,17.28,Uzbekistan1990,NA,"13,360,607,918",778,Boomers
Uzbekistan,1990,male,75+ years,20,118300,16.91,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,female,75+ years,27,218400,12.36,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,male,15-24 years,191,1955700,9.77,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,55-74 years,77,856800,8.99,Uzbekistan1990,NA,"13,360,607,918",778,G.I. Generation
Uzbekistan,1990,female,35-54 years,105,1507400,6.97,Uzbekistan1990,NA,"13,360,607,918",778,Silent
Uzbekistan,1990,female,15-24 years,135,1956300,6.9,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,25-34 years,87,1664200,5.23,Uzbekistan1990,NA,"13,360,607,918",778,Boomers
Uzbekistan,1990,male,5-14 years,42,2574400,1.63,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
Uzbekistan,1990,female,5-14 years,20,2524200,0.79,Uzbekistan1990,NA,"13,360,607,918",778,Generation X
